rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,IndivWgtx,bcsvictim,rubbcomm,vandcomm,poorhou,Total
137117200,D (Online Security),Female,10 years but less than 20 years,,No,Rent it,Single,16-24,White,O level/GCSE,Urban,3,0.72,Not a victim of crime,Not very common,Not very common,Not very common,3
136635270,C (Crime prevention and security),Female,10 years but less than 20 years,,Yes,Pay part rent and part mortgage (shared ownership),Cohabiting,45-54,White,O level/GCSE,Urban,4,1.46,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147627070,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Separate,35-44,White,Degree or diploma,Urban,5,0.3,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136143180,B (Attitudes to the CJS),Female,20 years or longer,,No,Rent it,Single,45-54,Black or Black British,O level/GCSE,Urban,1,0.59,Victim of crime,Not at all common,Not at all common,Not at all common,0
147274020,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,5,1.17,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136022230,C (Crime prevention and security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,None,Rural,4,1.11,Victim of crime,Not very common,Not at all common,Not very common,2
136364220,B (Attitudes to the CJS),Male,20 years or longer,No,Yes,Rent it,Married/Civil Partnered,25-34,White,O level/GCSE,Urban,1,1.1,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
136160060,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,O level/GCSE,Urban,1,1.88,Not a victim of crime,Not very common,Not very common,Not very common,3
136425270,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Divorced,55-64,White,Apprenticeship or A/AS level,Urban,2,0.7,Not a victim of crime,Not very common,Not very common,Not very common,3
136045070,C (Crime prevention and security),Female,12 months but less than 2 years,Yes,No,Rent it,Divorced,55-64,White,Degree or diploma,Rural,5,0.26,Victim of crime,Not very common,Not very common,Not very common,3
136718170,A (Experiences of the police),Male,12 months but less than 2 years,Yes,No,Rent it,Cohabiting,55-64,White,,Rural,2,1.03,Victim of crime,Fairly common,Not very common,Not very common,4
136685290,A (Experiences of the police),Male,20 years or longer,,Yes,Rent it,Separate,45-54,Asian or Asian British,O level/GCSE,Urban,4,0.67,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
147398060,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Separate,65-74,Asian or Asian British,None,Urban,1,1.12,Not a victim of crime,Not very common,Not very common,Not very common,3
137027210,A (Experiences of the police),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,2,0.64,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136271310,C (Crime prevention and security),Female,2 years but less than 3 years,,No,Rent it,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,,1.09,Not a victim of crime,Not at all common,Not at all common,Not very common,1
147627260,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Single,65-74,White,Degree or diploma,Urban,5,0.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136450260,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,5,1.12,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147633200,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,,0.49,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136871130,A (Experiences of the police),Male,10 years but less than 20 years,,No,Rent it,Divorced,65-74,White,None,Urban,2,0.39,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136714160,D (Online Security),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3,1.16,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136908210,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Urban,4,1.12,Victim of crime,Not at all common,Not at all common,Not at all common,0
137049260,B (Attitudes to the CJS),Male,Less than 12 months,No,Yes,Own it outright,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,3,1.98,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147297110,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,3,0.97,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136918070,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,O level/GCSE,Rural,5,1.31,Victim of crime,Not at all common,Not at all common,Not at all common,0
136869270,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,4,1.21,Not a victim of crime,Not very common,Not very common,Not very common,3
136464180,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,2,0.93,Not a victim of crime,Not very common,Not very common,Not very common,3
147273030,C (Crime prevention and security),Male,12 months but less than 2 years,Yes,Yes,Rent it,Single,45-54,White,Degree or diploma,Urban,4,0.78,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136589160,D (Online Security),Female,10 years but less than 20 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,16-24,White,Apprenticeship or A/AS level,Urban,4,3.35,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136626190,C (Crime prevention and security),Male,10 years but less than 20 years,,No,Own it outright,Divorced,45-54,White,O level/GCSE,Urban,3,0.33,Victim of crime,Not at all common,Not at all common,Not at all common,0
136294200,D (Online Security),Male,10 years but less than 20 years,,No,Rent it,Divorced,65-74,White,Apprenticeship or A/AS level,Urban,1,0.55,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136782240,D (Online Security),Female,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Other,Urban,5,1.01,Not a victim of crime,Not very common,Not very common,Not very common,3
137136110,C (Crime prevention and security),Female,20 years or longer,,No,Rent it,Divorced,55-64,White,None,Rural,2,0.58,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137206100,B (Attitudes to the CJS),Male,10 years but less than 20 years,,No,Own it outright,Single,55-64,White,Degree or diploma,Rural,2,0.49,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137179150,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,25-34,White,Apprenticeship or A/AS level,Rural,3,1.27,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136257020,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Separate,35-44,White,Degree or diploma,Urban,5,0.59,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136745030,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Rural,3,0.98,Not a victim of crime,Not very common,Not at all common,Fairly common,3
135420090,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Cohabiting,55-64,White,O level/GCSE,Urban,3,1.68,Not a victim of crime,Not very common,Not very common,Not very common,3
147268130,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Single,55-64,White,None,Urban,2,0.58,Not a victim of crime,Not very common,Not very common,Not very common,3
136239290,A (Experiences of the police),Male,20 years or longer,,No,Rent it,Divorced,65-74,White,Apprenticeship or A/AS level,Urban,1,0.38,Not a victim of crime,Not very common,Not very common,Not very common,3
147299120,D (Online Security),Male,10 years but less than 20 years,,Yes,Rent it,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,3,1.01,Not a victim of crime,Not very common,Not very common,Not very common,3
135296020,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Rent it,Single,35-44,Black or Black British,Degree or diploma,Urban,4,0.52,Victim of crime,Not at all common,Not at all common,Not at all common,0
136791010,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,4,0.56,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136985100,B (Attitudes to the CJS),Female,10 years but less than 20 years,No,Yes,Rent it,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,1,1.2,Not a victim of crime,Not very common,Not very common,Not very common,3
137002210,A (Experiences of the police),Male,20 years or longer,Yes,Yes,Rent it,Cohabiting,16-24,White,None,Urban,2,1.23,Not a victim of crime,Not very common,Not at all common,Not very common,2
136179300,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,5,0.77,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136033210,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Urban,5,1.04,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136933220,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,4,1.17,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147527180,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,1,0.63,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
136866120,D (Online Security),Male,20 years or longer,,Yes,Own it outright,Widowed,75+,White,Apprenticeship or A/AS level,Rural,5,0.29,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136353070,C (Crime prevention and security),Male,Less than 12 months,No,Yes,Rent it,Divorced,55-64,White,Degree or diploma,Urban,4,0.26,Not a victim of crime,Fairly common,Not very common,Fairly common,5
137098160,D (Online Security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,2,1.71,Victim of crime,Not very common,Not very common,Fairly common,4
136541020,B (Attitudes to the CJS),Male,5 years but less than 10 years,Yes,Yes,Rent it,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Rural,,0.49,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
137099070,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3,1.27,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
137105080,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,1,1.58,Not a victim of crime,Not very common,Not very common,Not very common,3
136710290,A (Experiences of the police),Male,20 years or longer,,Yes,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,3,1.38,Not a victim of crime,Not very common,Not very common,Not very common,3
136489320,D (Online Security),Male,20 years or longer,,No,Rent it,Divorced,65-74,White,Apprenticeship or A/AS level,Urban,1,0.25,Not a victim of crime,Not very common,Not very common,Not very common,3
137120270,C (Crime prevention and security),Female,3 years but less than 5 years,No,Yes,Rent it,Single,16-24,White,Degree or diploma,Urban,4,3.7,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
