rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
136128150,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,65-74,White,Apprenticeship or A/AS level,Rural,,4,0.6,,,,,Fairly worried,Not at all worried,,,Not at all worried,Not very worried,Not at all worried,-0.57,Not a victim of crime,Not very common,Not very common,Not very common,
136995280,D (Online Security),Male,5 years but less than 10 years,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,45-54,White,Degree or diploma,Urban,2,,1.42,I. Too few police,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Fairly common,Not very common,Not very common,
135445080,D (Online Security),Male,20 years or longer,,No,Own it outright,Divorced,75+,White,Degree or diploma,Rural,5,,0.33,E. Drugs,A bit unsafe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136061060,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,None,Urban,4,,1.21,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
136484120,D (Online Security),Female,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,45-54,White,O level/GCSE,Urban,3,,2.29,D. Lack of discipline from parents,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136251200,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Other,Urban,5,,0.92,Spontaneous: None of these,Very safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
137136210,A (Experiences of the police),Female,2 years but less than 3 years,,No,Own it outright,Separate,75+,White,None,Rural,2,,2.06,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,0.04
136730060,B (Attitudes to the CJS),Female,2 years but less than 3 years,,No,Rent it,Single,16-24,Black or Black British,Degree or diploma,Urban,3,,2.13,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Fairly common,Not at all common,Not at all common,
136002070,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Divorced,65-74,White,O level/GCSE,Urban,4,,0.62,,,,,Fairly worried,Fairly worried,,,Not at all worried,Fairly worried,Not very worried,0.65,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136680140,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Rural,,4,0.46,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136791170,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,4,,0.59,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.73
147489190,C (Crime prevention and security),Female,2 years but less than 3 years,,Yes,Rent it,Cohabiting,25-34,White,O level/GCSE,Urban,4,,0.57,,,,,Very worried,Very worried,,,Very worried,Very worried,Not very worried,2.33,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136235250,A (Experiences of the police),Female,10 years but less than 20 years,,No,Rent it,Widowed,65-74,White,O level/GCSE,Urban,1,,0.56,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
136892070,C (Crime prevention and security),Female,Less than 12 months,No,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,2,,0.76,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04,Not a victim of crime,Fairly common,Not very common,Not very common,
136991090,A (Experiences of the police),Male,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,1,,2.24,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,0.42
136343200,D (Online Security),Female,10 years but less than 20 years,,Yes,Own it outright,Separate,55-64,White,Degree or diploma,Urban,4,,0.36,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137136290,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Other,Rural,1,,1.14,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1
136403020,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,45-54,White,None,Urban,,2,0.48,,,,,,,Very worried,Very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
135478320,D (Online Security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,Mixed,Degree or diploma,Urban,,4,0.46,A. Too lenient sentencing,Fairly safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not very common,Not at all common,Not at all common,
147322030,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,4,,1.37,,,,,Not at all worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,-0.5,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136181290,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Rural,4,,0.73,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,-0.56
136030270,C (Crime prevention and security),Female,2 years but less than 3 years,,No,Rent it,Married/Civil Partnered,45-54,White,O level/GCSE,Rural,2,,1.1,,,,,Fairly worried,Fairly worried,,,Fairly worried,Fairly worried,Not very worried,1.18,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136560020,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,35-44,White,Other,Urban,1,,1.43,,,,,,,Very worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136240160,D (Online Security),Female,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Single,16-24,White,None,Urban,2,,1.33,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not very common,
136241020,B (Attitudes to the CJS),Female,3 years but less than 5 years,No,Yes,Own it outright,Cohabiting,45-54,White,O level/GCSE,Urban,5,,0.83,,,,,,,Not very worried,Not very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
147616280,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Urban,4,,1.05,D. Lack of discipline from parents,A bit unsafe,Very safe,Fairly safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
136356080,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Other,Urban,2,,1.24,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136576300,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Own it outright,Widowed,65-74,White,None,Urban,2,,0.56,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136249130,A (Experiences of the police),Male,Less than 12 months,No,Yes,Rent it,Single,16-24,White,Apprenticeship or A/AS level,Urban,2,,0.72,,,,,,,,,,,,,Not a victim of crime,Not very common,Fairly common,Fairly common,0
137209030,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,1,,1.05,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9,Not a victim of crime,Fairly common,Not at all common,Not very common,
136312120,D (Online Security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3,,1.7,E. Drugs,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
147612260,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Rent it,Single,35-44,White,O level/GCSE,Rural,3,,0.38,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137001040,D (Online Security),Male,Less than 12 months,No,Yes,Buying it with the help of a mortgage or loan,Cohabiting,16-24,Mixed,Degree or diploma,Urban,4,,0.8,K. Peer pressure,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136910240,D (Online Security),Female,Less than 12 months,No,Yes,Rent it,Married/Civil Partnered,25-34,White,O level/GCSE,Urban,4,,1.02,B. Poverty,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
137202020,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,5,,0.78,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147241200,D (Online Security),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,4,,2.31,Spontaneous: None of these,Very safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136354390,C (Crime prevention and security),Female,3 years but less than 5 years,,No,Rent it,Cohabiting,25-34,White,Degree or diploma,Urban,1,,0.63,,,,,Fairly worried,Fairly worried,,,Fairly worried,Fairly worried,Fairly worried,1.47,Not a victim of crime,Fairly common,Not very common,Not very common,
135494290,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,5,,1.06,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.24
136670020,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Married/Civil Partnered,65-74,White,O level/GCSE,Rural,5,,0.48,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136755300,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Buying it with the help of a mortgage or loan,Single,16-24,White,O level/GCSE,Urban,2,,1.58,,,,,,,Not applicable,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136903030,C (Crime prevention and security),Male,5 years but less than 10 years,,No,Rent it,Cohabiting,65-74,White,None,Urban,4,,1.18,,,,,Not very worried,Not very worried,,,Not at all worried,Not at all worried,Not at all worried,-0.82,Not a victim of crime,Not very common,Not very common,Not very common,
147495070,C (Crime prevention and security),Female,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Cohabiting,16-24,White,Degree or diploma,Rural,,3,0.77,,,,,Fairly worried,Not at all worried,,,Not very worried,Not very worried,Not very worried,-0.01,Not a victim of crime,Not very common,Not at all common,Not at all common,
136540270,C (Crime prevention and security),Female,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,,4,0.48,,,,,Not at all worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.39,Not a victim of crime,Not at all common,Not at all common,Not at all common,
135529160,D (Online Security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,5,,1.79,A. Too lenient sentencing,Very safe,A bit unsafe,Fairly safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
137162270,C (Crime prevention and security),Female,10 years but less than 20 years,,No,Own it outright,Widowed,65-74,White,None,Urban,5,,0.33,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.3,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147525240,D (Online Security),Female,5 years but less than 10 years,,No,Rent it,Single,25-34,White,Apprenticeship or A/AS level,Rural,5,,0.69,F. Alcohol,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136320120,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Apprenticeship or A/AS level,Urban,5,,0.69,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136686040,D (Online Security),Male,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Apprenticeship or A/AS level,Urban,2,,0.62,A. Too lenient sentencing,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136446080,D (Online Security),Male,20 years or longer,,No,Own it outright,Divorced,65-74,White,Apprenticeship or A/AS level,Urban,4,,0.49,Spontaneous: None of these,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136412100,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Rent it,Single,25-34,Black or Black British,Degree or diploma,Urban,3,,0.59,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
147283300,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,3,,1.22,,,,,,,Fairly worried,Fairly worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147370100,B (Attitudes to the CJS),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,45-54,White,Degree or diploma,Urban,2,,1.56,,,,,,,Not very worried,Not very worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
